signal_id,timestamp,direction,signal_state,outcome,btc_price,confidence,entry_zone_low,entry_zone_high,stop_loss,target_1,target_2,risk_reward_ratio,setup_type,market_bias,whale_direction,liquidity_direction,pnl_percent,outcome_notes,status
9ddeb5c4-165e-491e-9cbe-b79b19c8dd7a,2026-03-13T18:39:16.645000,LONG,,PARTIAL_WIN,71213.4,49.6,71253.19,71213.4,68626.74,70787.1,71695.7,0.16,sweep_reversal,BULLISH,BUY,UP,-0.6,"[RECALCULATED] T1 hit at $70,787, expired before T2",invalidated
cf2ba50b-8766-4c91-a776-2de7e220b878,2026-03-13T16:42:40.765000,NO TRADE,,NO_TRADE,71870.4,35.0,74543.0,71870.4,68626.74,71880.0,72256.1,0.0,standard,BULLISH,NEUTRAL,UP,,,invalidated
5ab84389-18f5-4087-84dd-86aef6b106a1,2026-03-13T16:41:40.262000,LONG,,LOSS,71835.7,58.7,71859.08,71835.7,74170.29,72256.1,71345.2,0.18,sweep_reversal,BULLISH,BUY,UP,3.25,"[RECALCULATED] Stop loss hit at $74,170 on 2026-03-13 17:00 UTC",invalidated
7a1045d5-d953-44b9-b7ed-f68b4c312dbe,2026-03-13T16:33:22.707000,NO TRADE,,NO_TRADE,71586.6,45.0,70870.73,72302.47,0.0,0.0,0.0,0.0,standard,BULLISH,NEUTRAL,UP,,,invalidated
79e5aecc-f007-450f-a4fa-49f7c5c80ac0,2026-03-13T16:32:22.714000,SHORT,,LOSS,71571.8,45.3,71571.8,71571.8,71701.93,68971.6,74543.0,19.98,standard,NEUTRAL,SELL,UP,-0.18,"[RECALCULATED] Stop loss hit at $71,702 on 2026-03-13 17:00 UTC",invalidated
66473507-4da4-4436-8d46-cb01f612611c,2026-03-13T06:33:35.050000,NO TRADE,,NO_TRADE,71335.5,55.0,70622.15,72048.85,0.0,0.0,0.0,0.0,standard,NEUTRAL,NEUTRAL,UP,,,invalidated
767a7b16-6f04-4fcd-9d00-c36d95af39a7,2026-03-13T06:32:33.973000,LONG,,WIN,71303.6,45.3,71264.3,71303.6,68626.74,71695.7,70787.1,0.15,standard,NEUTRAL,BUY,UP,-0.72,"[RECALCULATED] Target 2 hit at $70,787 on 2026-03-13 07:00 UTC",invalidated
bbf52311-d8b5-4bd9-8f69-5fda10f669ca,2026-03-12T23:19:31.636000,NO TRADE,,NO_TRADE,70629.2,50.0,69922.91,71335.49,0.0,0.0,0.0,0.0,standard,NEUTRAL,NEUTRAL,UP,,,invalidated
9bd1e4c3-570d-4ec6-8035-9beb90b85004,2026-03-12T23:19:31.552000,SHORT,,LOSS,70629.2,56.7,70629.2,70540.0,71141.04,68971.6,68049.8,3.24,standard,NEUTRAL,NEUTRAL,DOWN,-0.72,"[RECALCULATED] Stop loss hit at $71,141 on 2026-03-13 00:00 UTC",invalidated
465fd230-dce6-4d63-bbb4-7ddfe5d97cab,2026-03-12T22:55:54.570000,NO TRADE,,NO_TRADE,70102.1,45.0,69401.08,70803.12,0.0,0.0,0.0,0.0,sweep_reversal,BEARISH,NEUTRAL,UP,,,invalidated
be4bc904-f698-4512-97d4-45990039c165,2026-03-12T22:55:43.687000,SHORT,,LOSS,70114.6,49.6,70114.6,70102.2,70892.7,68971.6,68049.8,1.47,sweep_reversal,BEARISH,NEUTRAL,UP,-1.11,"[RECALCULATED] Stop loss hit at $70,893 on 2026-03-13 00:00 UTC",invalidated
cd41c742-169f-4a48-90e1-075e9795995c,2026-03-12T22:52:35.089000,NO TRADE,,NO_TRADE,70039.3,45.0,69338.91,70739.69,0.0,0.0,0.0,0.0,standard,BEARISH,NEUTRAL,UP,,,invalidated
